コード,銘柄名,市場,業種,規模,終値,平均売買代金(百万円),テクニカル一致数,候補根拠,株価基準日,取得日時
3040,ソリトンシステムズ,プライム（内国株式）,情報・通信業,TOPIX Small 2,2670.0,244.415935,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:35.361947+09:00
3046,ジンズホールディングス,プライム（内国株式）,小売業,TOPIX Small 1,5900.0,1681.896110275879,1,前日より出来高増加,2026-09-24,2026-09-24T20:36:35.375733+09:00
3048,ビックカメラ,プライム（内国株式）,小売業,TOPIX Mid400,1724.5,1618.1585416833495,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:35.378344+09:00
3050,ＤＣＭホールディングス,プライム（内国株式）,小売業,TOPIX Small 1,1593.0,382.11415154418944,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:35.383073+09:00
3053,ペッパーフードサービス,スタンダード（内国株式）,小売業,TOPIX Small 2,202.0,42.3714,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:35.385689+09:00
3054,ハイパー,スタンダード（内国株式）,卸売業,-,371.0,14.60464,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:35.387984+09:00
3063,ジェイグループホールディングス,グロース（内国株式）,小売業,-,1174.0,66.66307086975098,2,株価が25日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:35.394996+09:00
3064,ＭｏｎｏｔａＲＯ,プライム（内国株式）,小売業,TOPIX Mid400,1931.0,3297.4186875,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:35.397626+09:00
3069,ＪＦＬＡホールディングス,スタンダード（内国株式）,食料品,-,162.0,15.978695,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:35.407336+09:00
3070,ジェリービーンズグループ,グロース（内国株式）,卸売業,-,44.0,57.84559,1,前日より出来高増加,2026-09-24,2026-09-24T20:36:35.409628+09:00
3071,ストリーム,スタンダード（内国株式）,小売業,-,101.0,10.153765,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:35.412567+09:00
3075,銚子丸,スタンダード（内国株式）,小売業,-,1710.0,27.40137,2,株価が25日線より上／25日線が75日線より上,2026-09-24,2026-09-24T20:36:35.415102+09:00
3076,あい　ホールディングス,プライム（内国株式）,卸売業,TOPIX Small 1,2966.0,313.625955,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:35.417441+09:00
3077,ホリイフードサービス,スタンダード（内国株式）,小売業,-,1347.0,32.76734,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:35.419690+09:00
3083,スターシーズ,スタンダード（内国株式）,小売業,-,1208.0,476.69331,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:35.426202+09:00
3086,Ｊ．フロント　リテイリング,プライム（内国株式）,小売業,TOPIX Mid400,2676.5,4753.741969136963,0,,2026-09-24,2026-09-24T20:36:35.428904+09:00
3087,ドトール・日レスホールディングス,プライム（内国株式）,小売業,TOPIX Small 1,3210.0,348.8358457202148,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:35.431604+09:00
3088,マツキヨココカラ＆カンパニー,プライム（内国株式）,小売業,TOPIX Mid400,2525.0,4213.2034425,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:35.433965+09:00
3091,ブロンコビリー,プライム（内国株式）,小売業,TOPIX Small 1,2811.0,175.79591,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:35.438459+09:00
3092,ＺＯＺＯ,プライム（内国株式）,小売業,TOPIX Mid400,1138.5,2912.88716,3,株価が25日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:35.440746+09:00
3093,トレジャー・ファクトリー,プライム（内国株式）,小売業,TOPIX Small 2,1977.0,336.41138811767576,1,前日より出来高増加,2026-09-24,2026-09-24T20:36:35.443045+09:00
3097,物語コーポレーション,プライム（内国株式）,小売業,TOPIX Small 1,5240.0,896.996,1,25日線が75日線より上,2026-09-24,2026-09-24T20:36:37.634188+09:00
3099,三越伊勢丹ホールディングス,プライム（内国株式）,小売業,TOPIX Mid400,3331.0,7508.320375,0,,2026-09-24,2026-09-24T20:36:37.636752+09:00
3101,東洋紡,プライム（内国株式）,化学,TOPIX Small 1,1670.0,815.56568,2,株価が25日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:37.639782+09:00
3103,ユニチカ,スタンダード（内国株式）,繊維製品,TOPIX Small 2,1470.0,18071.36715,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:37.642308+09:00
3104,富士紡ホールディングス,プライム（内国株式）,繊維製品,TOPIX Small 2,3290.0,367.0574,0,,2026-09-24,2026-09-24T20:36:37.644829+09:00
3105,日清紡ホールディングス,プライム（内国株式）,電気機器,TOPIX Mid400,2519.5,1784.95835,3,株価が25日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.647591+09:00
3106,倉敷紡績,プライム（内国株式）,繊維製品,TOPIX Small 1,11580.0,315.2223,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.650193+09:00
3107,ダイワボウホールディングス,プライム（内国株式）,卸売業,TOPIX Mid400,3702.0,1221.75423,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:37.652965+09:00
3109,シキボウ,プライム（内国株式）,繊維製品,TOPIX Small 2,1061.0,41.960035,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.655521+09:00
3110,日東紡績,プライム（内国株式）,ガラス・土石製品,TOPIX Small 1,3010.0,14273.80313,0,,2026-09-24,2026-09-24T20:36:37.657897+09:00
3113,ＵＮＩＶＡ・Ｏａｋホールディングス,スタンダード（内国株式）,証券、商品先物取引業,-,82.0,11.786015,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.661493+09:00
3116,トヨタ紡織,プライム（内国株式）,輸送用機器,TOPIX Mid400,2248.0,1259.06244,1,25日線が75日線より上,2026-09-24,2026-09-24T20:36:37.663638+09:00
3121,マーチャント・バンカーズ,スタンダード（内国株式）,サービス業,-,255.0,20.785785,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:37.665886+09:00
3131,シンデン・ハイテックス,スタンダード（内国株式）,卸売業,-,7550.0,257.886,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.669481+09:00
3132,マクニカホールディングス,プライム（内国株式）,卸売業,TOPIX Mid400,4214.0,3376.07743,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:37.671546+09:00
3133,海帆,グロース（内国株式）,小売業,-,46.0,34.309985,1,前日より出来高増加,2026-09-24,2026-09-24T20:36:37.673418+09:00
3134,Ｈａｍｅｅ,スタンダード（内国株式）,小売業,TOPIX Small 2,296.0,18.027535,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.675319+09:00
3135,マーケットエンタープライズ,スタンダード（内国株式）,小売業,-,1200.0,12.098515,3,株価が25日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.677193+09:00
3139,ラクト・ジャパン,プライム（内国株式）,卸売業,TOPIX Small 2,3445.0,82.521375,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:37.682482+09:00
3148,クリエイトＳＤホールディングス,プライム（内国株式）,小売業,TOPIX Small 1,3295.0,211.98795,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.687976+09:00
3150,グリムス,プライム（内国株式）,電気・ガス業,TOPIX Small 2,2431.0,106.31491,0,,2026-09-24,2026-09-24T20:36:37.689871+09:00
3151,バイタルケーエスケー・ホールディングス,プライム（内国株式）,卸売業,TOPIX Small 2,1610.0,121.88579,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.691729+09:00
3153,八洲電機,プライム（内国株式）,卸売業,TOPIX Small 2,3135.0,282.223745,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:37.693559+09:00
3154,メディアスホールディングス,プライム（内国株式）,卸売業,TOPIX Small 2,786.0,15.188525,1,前日より出来高増加,2026-09-24,2026-09-24T20:36:37.695732+09:00
3156,レスター,プライム（内国株式）,卸売業,TOPIX Small 2,6140.0,610.200575,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:37.698041+09:00
3159,丸善ＣＨＩホールディングス,スタンダード（内国株式）,小売業,-,382.0,31.87486,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.701636+09:00
3167,ＴＯＫＡＩホールディングス,プライム（内国株式）,卸売業,TOPIX Small 1,1355.0,612.37901,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.710410+09:00
3168,ＭＥＲＦ,スタンダード（内国株式）,卸売業,-,1273.0,123.72261820129394,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.712477+09:00
3173,Ｃｏｍｉｎｉｘ,スタンダード（内国株式）,卸売業,-,1415.0,10.73521,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.717707+09:00
3175,エー・ピーホールディングス,スタンダード（内国株式）,小売業,-,980.0,14.88203,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.721792+09:00
3176,三洋貿易,プライム（内国株式）,卸売業,TOPIX Small 2,1136.0,524.254265,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.724144+09:00
3178,チムニー,スタンダード（内国株式）,小売業,-,1201.0,17.268735,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.728297+09:00
3179,シュッピン,プライム（内国株式）,小売業,TOPIX Small 2,1294.0,116.77305,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.730726+09:00
3180,ビューティガレージ,プライム（内国株式）,卸売業,TOPIX Small 2,1650.0,82.96198,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.732582+09:00
3182,オイシックス,プライム（内国株式）,小売業,TOPIX Small 1,1625.0,139.09932,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.736123+09:00
3183,ウイン・パートナーズ,プライム（内国株式）,卸売業,TOPIX Small 2,1271.0,23.10433,3,株価が25日線より上／25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.738199+09:00
3185,夢展望,グロース（内国株式）,小売業,-,114.0,66.88149,0,,2026-09-24,2026-09-24T20:36:37.741807+09:00
3186,ネクステージ,プライム（内国株式）,小売業,TOPIX Small 1,2915.0,1487.17195,1,前日より出来高増加,2026-09-24,2026-09-24T20:36:37.743983+09:00
3187,ミラタップ,グロース（内国株式）,小売業,-,406.0,56.87004,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.745849+09:00
3189,ＡＮＡＰホールディングス,スタンダード（内国株式）,小売業,-,111.0,90.62689,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:37.747772+09:00
3191,ジョイフル本田,プライム（内国株式）,小売業,TOPIX Small 1,2288.0,303.88533,2,株価が25日線より上／25日線が75日線より上,2026-09-24,2026-09-24T20:36:37.751381+09:00
3193,エターナルホスピタリティグループ,プライム（内国株式）,小売業,TOPIX Small 2,1296.0,240.86269,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:39.809620+09:00
3195,ジェネレーションパス,スタンダード（内国株式）,小売業,-,448.0,40.52518,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:39.812150+09:00
3196,ホットランドホールディングス,プライム（内国株式）,小売業,TOPIX Small 2,1642.0,114.416035,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:39.814077+09:00
3197,すかいらーくホールディングス,プライム（内国株式）,小売業,TOPIX Mid400,3168.0,3060.68026,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:39.816248+09:00
3199,綿半ホールディングス,プライム（内国株式）,小売業,TOPIX Small 2,1307.0,46.6262,1,前日より出来高増加,2026-09-24,2026-09-24T20:36:39.818133+09:00
319A,技術承継機構,グロース（内国株式）,金属製品,-,20080.0,781.8009,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:39.820015+09:00
